x,y
1.612376664915399,0.0232928540516375
1.6975576975989504,0.026672293752664222
1.697999995881244,0.023411081084555363
1.7985210562919485,0.028492035256956205
1.7677567535457759,0.025710189679561513
1.891656437449122,0.030625738335599895
1.8609342583488817,0.027533301075528316
1.9768374701326725,0.03400517803662639
1.977279768414966,0.030743965368517756
2.0700149749357792,0.0358282894325932
2.070457273218073,0.03256707676448456
2.163192479738886,0.03765140082856
2.1636347780211787,0.03439018816045114
2.256369984541992,0.03947451222452658
2.2568122828242845,0.036213299556417944
2.3495474893450985,0.041297623620493384
2.349989787627391,0.03803641095238475
2.4507214662677597,0.04156440671140027
2.4199992871675193,0.03847196945132869
2.5438989710708664,0.043387518107367073
2.513176791970625,0.040295080847295495
2.6370764758739713,0.04521062950333388
2.606354296773732,0.0421181922432623
2.72251025043312,0.04672651910829839
2.7228893632465136,0.043931193964205084
2.8156877552362256,0.048549630504265195
2.8160668680496195,0.04575430536017189
2.9088652600393323,0.05037274190023178
2.909244372852727,0.04757741675613869
3.002042764842438,0.05219585329619858
3.002421877655833,0.04940052815210527
3.1032167417651,0.052462636387105466
3.07249456266486,0.049370199127033665
3.188650516324247,0.05397852599206987
3.1890296291376417,0.05118320084797667
3.2818280211273527,0.05580163738803667
3.2822071339407475,0.053006312243943476
3.383001998050015,0.05606842047894367
3.3522798189497744,0.05297598321887187
3.4684357726091624,0.057584310083908075
3.4688148854225562,0.05478898493981488
3.5696097495318235,0.05785109317481496
3.655043524090971,0.059366982779779365
3.655422636904365,0.05657165763568617
3.748221028894078,0.06119009417574606
3.7486001417074717,0.05839476903165286
3.84165127557278,0.061149655475650766
3.8186728267164987,0.058364440006581364
3.942825252495441,0.06141643856655776
4.028259027054588,0.06293232817152206
4.028638139867983,0.06013700302742897
4.121436531857695,0.06475543956748886
4.121815644671088,0.06196011442339566
4.214866778536397,0.06471500086739346
4.215245891349792,0.06191967572330026
4.316040755459058,0.06498178395830034
4.401474530018206,0.06649767356326486
4.4018536428316,0.06370234841917166
4.494904776696908,0.06645723486316946
4.4952838895103024,0.06366190971907626
4.58833502337561,0.06641679616307405
4.681512528178716,0.06823990755904075
4.681891640992111,0.06544458241494755
4.7749427748574185,0.06819946885894546
4.775321887670813,0.06540414371485226
4.868120279660527,0.07002258025491226
4.86849939247392,0.06722725511081906
4.961550526339229,0.06998214155481686
4.961929639152622,0.06718681641072366
5.054980773017931,0.06994170285472145
5.055359885831324,0.06714637771062826
5.148411019696633,0.06990126415462605
5.148790132510026,0.06710593901053286
5.241841266375335,0.06986082545453076
5.242220379188728,0.06706550031043745
5.335271513054039,0.06982038675443536
5.335650625867432,0.06702506161034216
5.428701759732741,0.06977994805433996
5.522132006411443,0.06973950935424456
5.615562253090145,0.06969907065414915
5.708992499768849,0.06965863195405375
5.802422746447551,0.06961819325395846
5.895852993126253,0.06957775455386306
5.989283239804955,0.06953731585376766
6.082713486483657,0.06949687715367225
6.129807722636402,0.06668133265953136
6.176143733162361,0.06945643845357685
6.223237969315104,0.06664089395943595
6.269573979841063,0.06941599975348156
6.316668215993808,0.06660045525934066
6.363004226519765,0.06937556105338616
